One serious sunburn can increase the risk by as much as 50%.	
The effect UV light has on your skin is dependent both upon the intensity and the duration of your exposure.	irrelevant
The main cause of skin cancer is ultraviolet light (UV) radiation from sunlight.	relevant
Skin cancer can take 20 to 30 years to develop.	irrelevant
Some people are more at risk than others for developing skin cancer.	irrelevant
You may develop skin cancer later in life, if you have fair, light-coloured skin that freckles or burns easily, had severe sunburn or blistering as a child, have been exposed to sunlight all your life, use tanning beds or sunbeds, have a history of severe skin damage.	relevant
Most skin cancers can be prevented by avoiding the sun when it's at its strongest and by paying attention to any early skin changes.	relevant
Ultraviolet (UV) rays are a part of sunlight that is an invisible form of radiation.	relevant
UV rays from sun exposure can penetrate and change the structure of skin cells and can cause skin cancer and premature skin aging.	relevant
Exposure to UV rays from the sun or tanning beds is the most preventable risk factor for melanoma.	relevant
UVA rays are the most abundant source of solar radiation at the earth's surface and penetrate beyond the top layer of skin.	irrelevant
UVB rays are less abundant at the earth's surface and penetrate less deeply into the skin but can also be damaging and are primarily responsible for causing sunburn.	irrelevant
It is important to wear a broad spectrum sunscreen that protects against both UVA and UVB radiation.	irrelevant
The current SPF scoring system primarily refers to degree of protection against UVB radiation, and scientists at the FDA are working to develop and implement a system to measure UVA protection.	irrelevant
Most sun protection products work by absorbing, reflecting, or scattering the sun's rays.	irrelevant
Sun protection products contain chemicals that interact with the skin to protect it from UV rays.	irrelevant
Broad-spectrum sunscreens protect against UVA and UVB rays, the two main components of the sun's rays.	irrelevant
UVA and UVB components in sun rays damage the skin in different ways, but both can lead to the development of skin cancer.	relevant
Cutaneous malignant melanoma is a skin cancer of the pigment cells of the skin.	irrelevant
The most important preventable cause for melanoma is exposure to too much ultraviolet light in sunlight, especially during the first 20 years of life.	relevant
There is lots of evidence linking melanoma to sun exposure, and melanomas are especially common in white-skinned people who live in sunny countries.	relevant
The use of artificial sources of ultraviolet light, such as sun beds, also raises the risk of getting a melanoma.	relevant
Some people are more likely to get a melanoma than others: People who burn easily in the sun are particularly at risk.	irrelevant
Melanoma occurs most often in fair-skinned people who tan poorly.	irrelevant
Past episodes of severe sunburn, often with blisters, and particularly in childhood, increase the risk of developing a melanoma.	relevant
However, not all melanomas are due to sun exposure, and some appear in areas that are normally kept covered.	relevant
People with many (more than 50) ordinary moles, or with a very large dark hairy birthmark, have a higher than average chance of getting a melanoma.	irrelevant
In May 2014 the popular press reported on an article that had recently been published in the Journal of Internal Medicine entitled "Avoidance of sun exposure is a risk factor for all-cause mortality."	relevant
Researchers found that the results "showed that mortality was about double in women who avoided sun exposure compared to the highest exposure group".	relevant
There's no conclusive evidence that sunburns lead to cancer.	relevant
There is no real proof that sunscreens protect against melanoma.	irrelevant
There's no proof that increased exposure to the sun increases the risk of melanoma."	relevant
Dr Andrea Darling, Post-doctoral Research Fellow from the University of Surrey, said there was still strong evidence that skin cancer is caused by sunbathing.	relevant
The reasons behind higher death rates in women with lower sun exposure are still unexplained, as unhealthy lifestyle choices could have played a part.	irrelevant
Overexposure to UV radiation from the sun or sunbeds is the main cause of skin cancer.	relevant
Evidence shows that the Sun Protects You from Melanoma.	relevant
Studies show that those who spend the most time outdoors have the lowest risk of melanoma.	relevant
It revealed that people who work outside and exposed to sun have the lowest incidence of skin cancer.	relevant
For example, lifeguards, construction workers and farmers have much lower rates than office workers.	relevant
The study showed that people with “heavy occupational sun exposure” have significantly lower risk of skin cancer.	relevant
The study results showed that office workers with less sun exposure develop melanoma at twice the rate of lifeguards who have more sun exposure.	relevant
Those who had the lowest incidence of skin cancer were sunbathers!	relevant
Population studies also show an inverse relationship between sun exposure and melanoma.	relevant
